date,rf,mktrf,smb,hml,rmw,cma,mom,lt_rev,st_rev,nodur,durbl,manuf,enrgy,chems,buseq,telcm,utils,shops,hlth,money,other
199808,0.43000001,-16.08,-5.0100002,3.4100001,3.48,5.8400002,1.88,4.5,-2.6500001,-13.42,-19.6,-16.049999,-10.84,-11.27,-18.02,-12.17,1.8199999,-14.67,-12.690001,-22.530001,-19.280001
199809,0.46000001,6.1500001,-0.81999999,-3.3099999,-1.52,-2.9000001,-0.70999998,0.20999999,2.79,0.83999991,1.0899999,1.4,12.55,-3.04,14.7,9.5600004,7.52,1.02,11.55,1.5999999,4.48
199810,0.31999999,7.1300001,-3.53,-2.2,0.58999997,0.27000001,-5.3600001,-4.1900001,9.8599997,10.48,11.39,10.780001,0.95999998,11.1,6.0599999,6.5,-2.0799999,10.240001,3.53,9.7300005,5.3099999
199811,0.31,6.0999999,0.64999998,-3.1400001,-1.25,-1.15,1.16,-0.34999999,1.21,6.02,4.5300002,3.79,0.13999999,1.97,11.339999,3.3600001,1.04,9.2399998,5.8699999,6.0599999,5.3499999
199812,0.38,6.1599998,-1.5,-4.46,-0.75,-3.3499999,8.9899998,-0.99000001,-1.67,0.13,3.8800001,2.79,-1.54,-0.25,14.91,13.94,2.4499998,8.5900002,4.6399999,2.8299999,4.4699998
199901,0.34999999,3.5,-0.75,-4.0300002,-2.6900001,-6.8800001,3.04,1.1,-2.3,-3.76,5.0799999,1.9,-5.8600001,-4.3099999,14.78,8.4399996,-6.6100001,2.01,-0.11,0.16999999,2.5600002
199902,0.34999999,-4.0799999,-5.1500001,1.4,-1.71,4.0900002,-0.16,0.31999999,2.3399999,-4.1300001,-4.6599998,-3.24,-3.52,0.35999998,-11.81,-3.27,-4.1300001,-1.85,-0.11999999,0.32000002,-2.48
199903,0.43000001,3.45,-4.3000002,-2.6400001,-4.1999998,-1.38,-1.29,-0.83999997,0.23,-2.3900001,-1.27,3.9399998,14.99,5.3600001,8.1499996,-1.09,-2.1200001,2.3599999,2.1199999,2.6399999,-0.15000001
199904,0.37,4.3299999,4.6500001,2.51,-2.4200001,0.92000002,-9.0600004,5.1199999,2.4400001,3.3899999,9.96,8.0900002,15.54,11.05,1.9999999,7.96,6.8099999,0.13999999,-5.9099998,5.96,7.6500006
199905,0.34,-2.46,3.73,2.4000001,1.09,3.3399999,-5.2800002,3.4400001,1.11,1.0699999,-5.8800001,-3.0899999,-3.47,-4.5900002,-1.01,0.68999994,6.3799996,-3.22,-2.3899999,-3.8999999,-3.7099998
199906,0.40000001,4.77,2.26,-3.5899999,1.3200001,-3.3900001,4.8899999,0.44,1.53,-0.069999993,0.18999997,5.52,-1.88,0.53999996,11.360001,5.4499998,-4.6900001,7.52,4.0899997,2.4299998,4.0499997
199907,0.38,-3.47,2.51,-0.76999998,0.41999999,3.0899999,1.52,1.87,1.37,-2.8600001,-6.3499999,-1.74,1.27,-0.73000002,-2.1700001,-1.99,-0.99000001,-5.4000001,-4.8200002,-6.1400003,-7.46
199908,0.38999999,-1.38,-1.9299999,-1.3099999,-0.27000001,0.31999999,2.9200001,-1.6,-3.24,-5.02,0.73000002,-0.51999998,1.47,-1.4,5.0799999,-7.96,0.23000002,-6.3699999,3.3400002,-5.6299996,-5.0799999
199909,0.38999999,-2.8099999,2.5799999,-3.3900001,-0.67000002,-1.03,6.4400001,0.15000001,-0.81999999,-7.1700001,-8.1500006,-1.54,-4.27,-8.04,-0.52999997,4.0599999,-4.6999998,1.0600001,-7.48,-5.6500001,-2
199910,0.38999999,6.1300001,-7.0900002,-2.8800001,-1.74,-1.27,5.48,-2.6900001,-1.03,6.0700002,4.0500002,2.7800002,-1.97,7.7000003,2.8600001,9.1399994,1.7800001,2.9499998,10.389999,13.63,2.3299999
199911,0.36000001,3.3699999,5.9200001,-6.5,-3.8,-1.5599999,5.6199999,5.2199998,0.17,-1.59,-2.29,-1.86,3.4200001,-0.030000001,12.5,3.9299998,-7.8099999,3.8199997,1.14,-3.8099999,1.9899999
199912,0.44,7.7199998,5.5300002,-8.6700001,-7.5700002,-5.1599998,13.19,5.5599999,-13.96,-2.9400001,2.4400001,10.8,0.24000001,5.1199999,20.32,3.7399998,-2.78,6.02,-6.0799999,-1.36,9.6000004
200001,0.41,-4.7399998,4.1100001,-0.31,-6.1900001,4.6799998,1.86,1.78,2.5799999,-5.1799998,-1.28,-8.3100004,0.48999998,-8.6700001,-5.1900001,-4.4499998,5.3400002,-11.63,7.1500001,-4.8299999,-5.29
200002,0.43000001,2.45,18.309999,-9.9300003,-18.370001,-0.50999999,18.360001,7.5900002,-13.38,-6.6199999,-8.3800001,-2.73,-5.8699999,-10.63,17.58,-4.02,-7.6900001,-4.29,-3.3100002,-8.9200001,-0.94
200003,0.47,5.1999998,-14.91,7.3699999,11.69,-1.0599999,-6.3899999,-5.21,9.8900003,7.27,10.04,11.57,11.79,-4.3600001,3.6499999,7.1000004,5.3000002,12.809999,-0.19,16.220001,4.21
200004,0.46000001,-6.4000001,-5.5799999,8.6000004,7.46,5.2399998,-8.5799999,0.44,-1.97,-2.28,8.8100004,0.70999992,-2.4400001,-0.31999999,-11.11,-8.3599997,7.1399999,-4.73,4.79,-4.71,-1.5700001
200005,0.5,-4.4200001,-3.6900001,2.5599999,4.5999999,0.73000002,-9.0799999,-1.76,-8.6999998,6.7199998,-13.72,-2.76,8.9399996,1.37,-11.36,-10.91,3.4000001,-3.2,3.4400001,4.5599999,-2.22
200006,0.40000001,4.6399999,10.4,-9.8599997,-6.8099999,-3.0599999,16.6,2.3900001,12.24,1.9900001,-9.8799992,-0.52999997,-5.5700002,-5.3099999,12.6,3.7799997,-5.1600003,-2.72,11.120001,-4.4100003,1.34
200007,0.47999999,-2.51,-0.97000003,8.1400003,5.98,3,-0.11,-3.27,6.5,0.31000003,4.1300001,-0.69,-3.0899999,-2.22,-5.6599998,-7.8899999,3.9499998,-1.85,-6.6399999,8.4200001,-0.59999996
200008,0.5,7.0300002,-1.1,-0.68000001,-3.0599999,0.61000001,5.71,1,0.46000001,-2.3099999,4.0700002,8.4399996,8.4099998,1.22,12.07,-1.46,11.22,-2.95,3.0799999,9.6999998,6.5500002
200009,0.50999999,-5.4499998,0.20999999,6.2399998,3.0699999,6.3800001,2.1800001,-2.5999999,2.49,2.95,-4.6099997,-8.2399998,3.8599999,-1.84,-15.56,-4.5799999,9.1199999,2.1900001,3.21,1.78,-3.6600001
200010,0.56,-2.76,-2.8,5.52,9.6499996,4.6999998,-4.6300001,-1.03,-4.7800002,7.0700002,1.3199999,2.5800002,-3.6099999,7.8300004,-7.8400002,-0.98000002,-2.8,-2.0699999,2.04,-0.88,-3.2
200011,0.50999999,-10.72,-0.46000001,11.3,13.31,8.5100002,-2.4100001,0.31,-14.61,2.27,-11.72,-5.7399998,-3.46,-0.13999999,-23.880001,-16.02,2.5899999,-1.88,0.28000003,-5.79,-8.0200005
200012,0.5,1.1900001,3.1600001,7.3299999,1.83,5.7199998,6.6999998,2.8199999,-6.5999999,4.96,0.57000005,6.1199999,7.25,7.8900003,-8.5299997,-4.8800001,6.0799999,5.1199999,3.03,9.6099997,0.87
200101,0.54000002,3.1300001,5.8099999,-4.9000001,-4.4299998,-6.54,-25.059999,-2.6800001,16.209999,-2.46,12.66,1.75,-3.9300001,-6.2799997,16.049999,13.85,-11.31,6.0900002,-9.4799995,-1.03,0.80000001
200102,0.38,-10.05,2.6600001,12.9,9,9.5799999,12.51,11.01,12.22,-0.19999999,-1.63,-5.9500003,-0.25999999,-1.38,-26.41,-10.27,5.8599997,-5.73,-0.88,-5.6700001,-2.8400002
200103,0.41999999,-7.2600002,2.3099999,6.4499998,3.3800001,3.95,8.3500004,3.8199999,-7.6500001,-5.0700002,-3.48,-7.9200001,-0.73000002,-7.2400002,-14,-6.1100001,1.22,-3.29,-8.8599997,-3.46,-7.02
200104,0.38999999,7.9400001,-0.63999999,-4.6900001,-2.71,-3.97,-7.9699998,-3.8499999,9.8699999,0.54000002,8.0499992,10.299999,9.9299994,2.6999998,17.58,2.1199999,5.0700002,5.21,3.5999999,3.5799999,9.6899996
200105,0.31999999,0.72000003,3.5799999,3.1400001,0.18000001,2.1900001,2.1199999,3.8599999,3.6300001,3.03,-2.6399999,2.26,-0.22999999,3.3900001,-3.71,-1.5999999,-0.31,1.28,2.71,3.52,3.29
200106,0.28,-1.9400001,6.6199999,-1.0599999,2.04,-1.8,0.34999999,1.9299999,0.5,-1.89,3.2,-6.2400002,-7.9900002,-1.08,1.1700001,-3.28,-6.5,-2.77,-3.1299999,0.41999999,-1.5899999
200107,0.30000001,-2.1300001,-2.9100001,5.5799999,7.1700001,3,5.4699998,2.76,1.28,-0.49000001,2.98,0.16,-2.8499999,0.30000001,-7.8400002,-0.97000003,-3.96,4.29,2,-1.01,-6.02
200108,0.31,-6.46,2.72,2.5,3.95,6.5,5.54,5.8800001,-3.9200001,2.2,-11.67,-3.29,-3.8999999,0.38,-12.96,-9.5500002,0.10999998,-7.29,-3.4199998,-6,-4.9499998
200109,0.28,-9.25,-5.6900001,1.6,4.9299998,3.28,11.53,-0.1,-4.9099998,-2.8499999,-17.18,-16.26,-5.9300003,-5.4700003,-19.26,-2.73,-6.6700001,-9.8800001,-0.87,-6.2000003,-13.77
200110,0.22,2.46,5.4099998,-8.1000004,-2.6199999,-4.5999999,-8.4099998,-1.5599999,14.8,0.86000001,0.67999995,4.5600004,4.5600004,1.75,15.48,-9.6100006,1.1899999,1.42,0.95999992,-1.6,1.24
200111,0.17,7.54,-0.31,2,-3.76,-1.66,-8.5799999,0.28999999,-3.1400001,1.91,15.33,8.5900002,-4.2800002,7.2999997,15.84,5.9200001,-1.8,9.9700003,4.8699999,7,9.3500004
200112,0.15000001,1.61,5.1300001,1.1,0.31,-0.31999999,-0.02,1.1799999,1.72,1.87,-1.0600001,3.74,6.0099998,-0.16000001,-0.79999995,2.5899999,3.6999998,4.3600001,-3.0300002,2.73,4.1900001
200201,0.14,-1.4400001,1.1900001,3.3299999,4.3600001,2.8399999,3.6900001,3.55,1.54,1.78,2.8,1.88,-3.1300001,0.67000002,-0.64999998,-7.2799997,-4.21,2.6199999,-2.5,-1.47,-6.6299996
200202,0.13,-2.29,-0.47,2.5,7.6199999,5.1399999,6.7600002,4.0799999,-0.090000004,4.23,2.9200001,4.4400001,5.0599999,3.5599999,-13.36,-2.52,-0.38,-0.22,-0.63999999,-1.25,0.64999998
200203,0.13,4.2399998,4.27,1.11,-1.35,0.57999998,-1.67,2.0999999,2.8299999,3.6100001,6.79,4.7799997,7.6799998,4.9400001,6.29,0.18000001,9.9099998,1.9,0.33000001,6.3699999,2.8800001
200204,0.15000001,-5.1999998,6.6599998,3.9300001,4.5700002,5.3899999,7.96,6.1399999,2.0599999,2.51,1.59,-1.16,-4.5500002,-2.7,-11.9,-12.86,-0.71000004,-1.53,-7.7400002,-1.49,-9.6399994
200205,0.14,-1.38,-3.0699999,1.6900001,2.27,2.4100001,2.97,2.3199999,-2.6800001,1.3000001,-0.34999999,-0.97999996,-0.72999996,0.78000003,-3.8900001,2.8699999,-6.6099997,-1.4,-2.3700001,-0.34999999,-1.1
200206,0.13,-7.21,3.77,0.13,3.6199999,2.54,6.1500001,2.23,-3.3699999,-5.9200001,-8.2399998,-3.9499998,-0.56999999,-1.63,-12.38,-14.53,-5.4900002,-5.21,-9.7300005,-4.8299999,-7.2200003
200207,0.15000001,-8.1800003,-6.2399998,-3.4100001,4.1999998,-0.73000002,3.3399999,-3.0599999,1.5,-6.8699999,-12.41,-10.17,-12.099999,-5.3000002,-9.7299995,-11.82,-12.45,-11.46,-2.7,-7.5,-4.3099999
200208,0.14,0.5,-1.27,2.49,1.15,-1.61,1.77,-0.63999999,1.38,2.3499999,0.23999999,-2.8200002,0.40000004,1.5700001,-1.02,0.19000001,3.24,1.76,0.52000004,1.88,-1.1799999
200209,0.14,-10.35,3.0699999,1.3099999,3.27,-2.29,9.0900002,-0.55000001,-1.85,-7.8199997,-11.22,-9.8000002,-8.2700005,-5.5899997,-16.959999,-9.4400005,-11,-9.54,-6,-10.990001,-10.38
200210,0.14,7.8400002,-4.1199999,-5.46,-3.29,0.92000002,-5.3000002,-0.37,7.52,5.0799999,-3.4400001,4.0500002,3.1399999,3.1699998,19.35,21.220001,-0.81999999,5.5599999,5.5500002,7.4400001,3.25
200211,0.12,5.96,2.9000001,-1.15,-9.1400003,5.1599998,-16.17,4.0900002,0.20999999,-1.39,11.95,8.2700005,3.0500002,1.9,16.089998,11.64,1.5,1.8099999,3.5800002,3.4000001,7.3499999
200212,0.11,-5.7600002,0.49000001,2.25,6.0500002,-1.61,9.6499996,2.21,10.58,-0.11,-7.3700004,-5.02,0.64999998,-1.49,-13.2,-9.1799994,3.74,-7.0500002,-4.1600003,-4.5900002,-6.3200002
200301,0.1,-2.5699999,0.81,-0.93000001,-0.61000001,0.81,1.62,0.41999999,0.2,-4.8800001,-3.3299999,-4.5799999,-2.51,-3.3599999,-1.5700001,-3.6299999,-3.27,-4.8699999,-0.70000005,-1.4400001,-4.9000001
200302,0.090000004,-1.88,-0.88999999,-1.46,1.04,-0.54000002,1.25,-1.87,-0.77999997,-3.1999998,-5.1400003,-1.72,1.89,-3.3099999,1.2099999,-6.5300002,-4.0100002,-1.3000001,-2.03,-3.1399999,-1.5700001
200303,0.1,1.09,0.55000001,-2.0899999,1.8099999,-0.69,1.61,-2.6199999,-0.22,-2.77,-2.8599999,-1.22,1.0799999,6.0900002,-1.05,-0.70000005,4.25,4.5100002,3.6900001,-0.090000004,2.51
200304,0.1,8.2200003,1.0599999,1.03,-4.5799999,1.15,-9.46,-0.95999998,3.0899999,4.5999999,15.08,6.73,-0.67000002,5.48,9.2299995,11.049999,7.3400002,8.7999992,4.2200003,11.139999,12.929999
200305,0.090000004,6.0500002,4.8299999,-0.30000001,-6.9200001,3.22,-10.77,3.54,-1.4400001,9.1300001,2.76,6.0299997,8.8199997,1.74,9.6399994,6.0699997,10.02,3.3200002,3.8200002,5.5999999,4.3599997
200306,0.1,1.42,1.6799999,0.66000003,0.54000002,-0.31999999,-1.0599999,1.45,-0.059999999,1.47,2.5800002,1.65,-1.3100001,-1.96,0.16,1.87,0.56,3.3700001,4.0100002,0.47999999,1.74
200307,0.07,2.3499999,4.73,-1.15,-4.1700001,1.89,-0.31,0.33000001,2.47,-2.3999999,6.5299997,5.79,-2.77,2.99,5.5699997,-1.72,-5.3200002,3.25,0.55000001,4.4499998,1.1899999
200308,0.07,2.3399999,2.54,2.03,-2.48,2.1900001,-0.56,-0.31,-1.45,0.59000003,7.79,5.77,6.1900001,0.63,6.02,1.27,1.8399999,6.6900001,-2.5999999,-0.81999999,3.8800001
200309,0.079999998,-1.24,0.51999998,0.02,1.34,0.28,-0.19,1.16,4.52,1.03,-4.1500001,-5.27,-2.3899999,-0.63,-0.97999996,-5.73,3.8200002,-4.6100001,0.16,0.58000004,-0.45999998
200310,0.07,6.0799999,2.6400001,1.76,-1.58,1.58,3.73,1.98,2.0999999,5.52,6.8999996,10.400001,1.4699999,5.3799996,8.1500006,6.5899997,1.51,8.96,0.65000004,7.0099998,4.8299999
200311,0.07,1.35,2.2,1.86,0.07,1.6900001,1.62,1.9,-1.5,3.71,3.02,2.6100001,0.54000002,0.67000002,1.8199999,-0.69999999,0.87,0.50999999,1.5599999,0.63,2.05
200312,0.079999998,4.29,-2.7,2.4200001,0,1,-5.71,2.1400001,1.74,3.23,12.22,7.1599998,13.5,5.5599999,2.02,7.3099999,5.73,-2.21,5.5999999,4.1800003,4.8899999
200401,0.07,2.1500001,2.5599999,1.97,-3.54,3.3399999,2.5999999,1.9299999,2.29,0.049999997,-1.1900001,-0.83999997,0.38,-0.34999999,4.3999996,1.3499999,1.8499999,0.38,2.97,3.24,1.3399999
200402,0.059999999,1.4,-0.91000003,0.49000001,2.28,-1.35,-1.09,-2.96,1.46,4.2200003,-0.17,1.5100001,4.6300001,2.8800001,-3.01,-0.85000002,2,6.02,0.85000002,2.73,0.059999999
200403,0.090000004,-1.3200001,2.0999999,0.20999999,1.5,-1.04,0.20999999,-1.6900001,-2.1500001,-0.39000002,-1.24,-0.58000004,-0.25,0.29999998,-2.6399999,-2.53,1.0799999,0.21000001,-4,-0.74000001,-0.61000001
200404,0.079999998,-1.83,-2.1800001,-2.6199999,3.3,-2.8199999,-5.3899999,-2.3,-0.20999999,1.4299999,2.3000002,-0.96999997,2.4000001,1.29,-5.0099998,-0.58999997,-3.5899999,-2.76,3.49,-4.5999999,-2.25
200405,0.059999999,1.17,-0.40000001,-0.38999999,-0.98000002,-0.090000004,1.61,0.97000003,2.26,-2.25,-1.67,1.6900001,0.35999998,1.1800001,4.8099999,-3.01,1.22,0.21000001,-0.44,1.7700001,2.5900002
200406,0.079999998,1.86,2.5599999,1.38,1.12,-0.38999999,2.0999999,1.73,0.30000001,1.79,5,6.1199999,5.4099998,3.3900001,2.54,0.48000002,1.9299999,-0.009999998,-0.45999998,0.50999999,3.5800002
200407,0.1,-4.0599999,-3.01,4.0999999,5.0799999,-1.64,-2.29,-2.47,-1.34,-5.9299998,-4.79,-4.0100002,3.1800001,-4.4299998,-8.6000004,-1.37,0.94999993,-4.0799999,-5.9699998,-2.4099998,-2.77
200408,0.11,0.079999998,-1.28,1.03,1.3099999,-1.42,-1.55,-2.8399999,-2.3599999,0.71999997,-2.4099998,-0.14,-1.35,4.0899997,-4.54,1.17,3.5600002,-1.26,1.55,3,-0.84000003
200409,0.11,1.6,3.28,-0.25,-1.34,-1.88,5.2399998,-1.28,3.04,-1.87,2.3400002,2.8100002,8.7700005,-0.37,3.1500001,1.23,1.3099999,2.47,-1.52,0.099999994,3.5400002
200410,0.11,1.4299999,0.28999999,-0.62,-0.079999998,0.41,-1.52,0.97000003,0.15000001,2.76,-2.76,-1.37,0.55000001,-1.72,4.9200001,3.25,4.1199999,2.97,-2.52,0.45999998,2.5900002
200411,0.15000001,4.54,4.1199999,1.79,-1.05,-0.23,3.23,-1.15,1.47,4.3699999,7.0299997,7.5599999,6.4099998,5.8199997,5.6999998,3.27,4.77,3.4599998,0.50999999,4.5499997,5.3600001
200412,0.16,3.4300001,0.01,-0.059999999,-1.27,0.5,-2.8399999,0.86000001,0.91000003,4.6400003,4.6900001,2.05,-2.25,3.3699999,3.03,4.1800003,2.25,3.27,5.5,4.0799999,4.6200004
200501,0.16,-2.76,-1.11,1.97,3.05,-1.37,3.21,-2.9000001,1.49,-0.23999999,-6.8699999,-2.22,2.8599999,-1.3199999,-6.2999997,-4.0900002,1.6,-1.24,-4.21,-2.2900002,-3.25
200502,0.16,1.89,-0.30000001,1.63,1.21,-0.059999999,3.1600001,-1.48,-2.3499999,0.44000003,-0.44,3.9999998,18.870001,3.9399998,-0.34,-0.31,2.1599998,0.70000005,2.3199999,-0.38999999,1
200503,0.20999999,-1.97,-1.41,1.58,0.47999999,1.1,0.54000002,-0.73000002,0.13,-1.09,-7.77,-1.9300001,-3.48,-1.14,-2.6300001,-0.31999999,0.42000002,-0.20999999,-0.62,-3.4300001,-0.88
200504,0.20999999,-2.6099999,-4.0300002,-0.34,0.95999998,-0.88,-0.85000002,-1.48,-1.85,-1.23,-11.27,-5.3200002,-6,-4.1500001,-4.75,-2.1500001,1.8899999,-5.5500002,3.74,-1.14,-3.3400002
200505,0.23999999,3.6500001,2.72,-0.81,-1.3099999,0.27000001,0.43000001,0.44999999,3.1600001,2.03,8.4099998,3.74,1.9300001,0.25999999,7.5300002,1.1799999,1.46,6.1500001,1.21,3.1199999,3.2
200506,0.23,0.56999999,3.27,2.6199999,0.98000002,-0.52999997,2.05,-1.53,0.039999999,-1.84,1.54,-1,5.6199999,-2.4000001,-1.84,-0.18000001,5.3400002,2.24,-0.80000001,2.23,-0.98000002
200507,0.23999999,3.9200001,2.8299999,-0.50999999,-1.17,-0.98000002,-0.01,0.93000001,-0.11,2.1700001,4.9700003,6.2700005,5.9000001,4.0400004,5.73,2.6700001,2.75,5.6000004,3.5,1.5,3.8399999
200508,0.30000001,-1.22,-0.86000001,1.27,-2.24,0.44999999,2.27,0.33000001,-1.4400001,-0.20000002,-3.03,-0.81,5.4099998,-3.6399999,-0.90000004,-1.4400001,0.85999995,-5.8700004,-0.63,-1.74,-2.49
200509,0.28999999,0.49000001,-0.31,0.76999998,0.5,-0.56999999,3.46,-0.059999999,-3.73,-0.039999992,-5.0900002,0.71000004,6.7600002,-0.099999994,0.5,-1.87,4.0999999,-2.04,-2.24,0.87,0.97000003
200510,0.27000001,-2.02,-1.41,0.23,-0.56,-1.26,-1.28,-0.99000001,1.58,-2.0799999,-4.4400001,-3.55,-10.280001,-0.90999997,-1.91,-3.3499999,-7.1199999,1.35,-3.52,2.25,-1.74
200511,0.31,3.6099999,0.80000001,-1.1799999,-0.57999998,-1.17,0.25,0.23999999,0.090000004,0.69999999,1.97,6.2800002,1.0699999,2.3500001,6.3000002,2.1100001,-0.5,3.6900001,1.26,4.1799998,5.5
200512,0.31999999,-0.25,-0.28,0.44,0.12,0.20999999,0.76999998,-0.83999997,1.95,-0.47999999,-0.98000002,1.23,0.40000004,0.90000004,-2.1700001,-1.9100001,0.91000003,-0.93000001,2.0800002,-0.039999992,-0.32999998
200601,0.34999999,3.04,5.7800002,1.12,-0.94,-0.52999997,2.6800001,1.15,-1.1,-0.16999999,5.8000002,5.6800003,12.339999,2.5800002,3.3400002,3.23,2.7,1.64,1.8100001,0.92999995,1.91
200602,0.34,-0.30000001,-0.44999999,-0.25,-0.70999998,2.03,-1.84,1.25,3.3499999,0.80999994,-0.64999998,1.24,-8.5600004,-0.009999991,-1.61,2.96,-0.11,1.1,0.73000002,1.25,-0.31
200603,0.37,1.46,3.45,0.61000001,-0.039999999,-0.52999997,1.26,0.47999999,0.029999999,0.86000001,2.4000001,3.8900003,3.8299999,-0.27000001,2.6199999,1.5,-4.0100002,2.04,-1.3299999,0.25999999,4.1100001
200604,0.36000001,0.73000002,-0.81999999,2.5899999,1.16,-0.2,0.61000001,-0.47,-0.36000001,0.66999996,0.16999996,4.2799997,4.2799997,2.1999998,-1.4400001,1.1999999,1.49,-2.02,-2.3000002,2.4200001,0.72000003
200605,0.43000001,-3.5699999,-2.99,2.55,0.93000001,1.3099999,-3.6500001,-0.17,-0.029999999,0.86999995,0.069999993,-3.8600001,-3.8100002,-3.45,-7.23,-0.55000001,1.0899999,-2.3599999,-2.6100001,-4.0299997,-2.9100001
200606,0.40000001,-0.34999999,-0.23999999,0.87,1.37,-0.12,1.49,-1.1,-0.61000001,-0.48000002,1.52,-1.01,2.1799998,-0.67000002,-1.5599999,2.48,2.01,-0.13,-0.54000002,-0.80000001,-0.58000004
200607,0.40000001,-0.77999997,-3.6900001,2.9400001,1.6,0.93000001,-2.21,1.39,0.23999999,3.0899999,-3.5600002,-5.0900002,4.2999997,-2.05,-4.3499999,1.86,4.4699998,-4.71,3.8699999,0.92000008,-6.4300003
200608,0.41999999,2.03,0.44,-1.72,-1.73,2.1500001,-3.47,2.9200001,1.75,2.6699998,1.64,0.030000001,-3.98,5.3400002,6.7999997,1.8200001,1.9299999,1.63,1.87,1.0700001,1.5400001
200609,0.41,1.84,-1.4400001,0.050000001,0.88999999,0.54000002,-0.94,1.74,0.73000002,-0.72000003,3.8599999,1.5700001,-3.9400001,1.36,3.3,3.01,-2.5600002,5.3500004,1.26,3.25,2.25
200610,0.41,3.23,1.9299999,-0.039999999,-0.20999999,0.23999999,-0.23999999,-0.46000001,-0.23999999,2.1799998,4.7200003,4.0599999,4.6100001,3.74,3.9300001,5.04,4.9500003,3.5,1.24,1.6899999,4.1200004
200611,0.41999999,1.71,0.81999999,0.07,0.12,-0.87,-1.01,-1.9299999,-0.97000003,1.0200001,1.4400001,4.23,8.1400003,0.86000001,2.6499999,0.27000001,2.6099999,-1.7299999,-0.36999997,0.61000001,2.75
200612,0.40000001,0.87,-0.79000002,3.1600001,-0.81,2.05,0.83999997,1.91,2.3800001,1.58,-1.1900001,-0.33000001,-2.47,1.08,-1.37,3.96,0.29999998,1.0500001,-0.31999999,3.4099998,1.53
200701,0.44,1.4,0.079999998,-0.11,0.23,0.23,0.20999999,-0.63999999,1.0599999,0.91000003,2.27,2.8899999,-1.75,2.5599999,1.72,2.4400001,-0.060000002,3.1099999,3.0599999,0.060000002,1.9199998
200702,0.38,-1.96,1.4,-0.090000004,-0.46000001,-0.75,-1.35,-0.64999998,0.25,-2.1700001,-0.81,0.66999996,-2.5500002,-0.10999998,-2.8699999,-2.8800001,3.8699999,-1.01,-3.1799998,-2.8800001,-2.3
200703,0.43000001,0.68000001,0.059999999,-0.22,0.27000001,-0.61000001,2.47,-1.23,-2.02,2.04,-1.5,1.47,5.5599999,0.44999999,0.46999997,1.8899999,3.9100001,0.30000001,-0.64999998,-0.81,-0.46000001
200704,0.44,3.49,-2.02,-1.15,1.01,1.01,-0.16,0.30000001,-0.30000001,3.3,5.8200002,4.9099998,4.9499998,1.8999999,4.48,1.6699998,3.48,1.79,6.4000001,3.23,2.3599999
200705,0.41,3.24,0.28999999,-0.050000001,1.14,-1.3,-0.25999999,-2.45,-1.13,2.3999999,3.01,5.8500004,6.7800002,1.26,3.48,6.27,0.79000008,2.0999999,0.70000005,2.53,3.8
200706,0.40000001,-1.96,0.75999999,-1.13,0.55000001,0.07,0.38,-0.28999999,-0.83999997,-1.26,1.7199999,-0.88,0.63999999,-1.27,0.21000001,-2.1300001,-5.1800003,-2.3500001,-3.8000002,-3.9400001,-1.3100001
200707,0.40000001,-3.73,-2.8800001,-3.3399999,0.60000002,-1.04,2.8,-2.04,-3.3800001,-4.6600003,-6.3000002,-0.56999999,-1.42,-0.34999999,-1.63,-3.5500002,-4.2199998,-5.7600002,-4.4400001,-7.9300003,-1.4299999
200708,0.41999999,0.92000002,-0.34,-2.24,-0.89999998,-0.55000001,0.11,-0.27000001,-2.6400001,1.4100001,-2.2,-0.56999999,-0.11999997,2.3599999,2.24,-1.22,1.51,0.98000002,1.88,1.0700001,-0.64999998
200709,0.31999999,3.22,-2.4200001,-1.87,-0.56,-3.1700001,4.5900002,-2.77,0.30000001,3.4400001,1.28,4.6599998,7.48,6.0299997,3.8900001,1.6500001,3.25,-1.04,3.26,1.6200001,3.8500001
200710,0.31999999,1.8,0.029999999,-2.5899999,-0.31,-0.1,4.96,-1.5599999,-3.8900001,1.8800001,0.71999997,0.060000002,2.4200001,1.9300001,6.52,-2.6099999,6.3699999,0.75000006,1.1200001,-1.6199999,2.04
200711,0.34,-4.8299999,-2.8199999,-1.1799999,1.9,-0.33000001,0.93000001,0.47999999,-1.71,0.69999993,-9.0600004,-4.3099999,-4.3400002,-0.10000001,-7.8099999,-7.0900002,-1.03,-4.1100001,-0.31999999,-6.4900002,-6.9000001
200712,0.27000001,-0.87,0.17,-0.51999998,0.70999998,-1.09,6.52,-2.2,-2.05,-1.38,-2.1600001,0.29999998,7.3299999,1.29,1.16,-0.47000003,0.62,-2.99,-4.3400002,-4.27,-3.04
200801,0.20999999,-6.3600001,-0.50999999,3.6500001,1.96,2.2,-7.8899999,1.75,6.9699998,-5.1599998,-6.1500001,-7.7400002,-9.5500002,-7.4499998,-12.59,-7.8699999,-7.1300001,-0.63,-4.7600002,-1.4400001,-3.6600001
200802,0.13,-3.0899999,-0.51999998,-0.94999999,0.74000001,-1.0700001,6.1399999,-2.0999999,5.0300002,-0.34999999,-6.04,-0.28999999,7.0299997,2.5300002,-3.8400002,-3.9400001,-3.1399999,-4.98,-1.03,-10.85,-3.5100002
200803,0.17,-0.93000001,0.74000001,-0.15000001,1.11,0.47,4.0999999,2.9400001,-0.25999999,1.01,-4.3099999,-0.80000001,-2.97,1.23,0.60999995,-0.38,0.70999998,1.71,-1.9599999,-3.96,1.85
